output/Lista_input_rand_3000000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.822875,10,0.037222
0.390355,10,0.035382
0.390658,10,0.035622
0.390743,10,0.035458
0.391002,10,0.035814
0.390911,10,0.037586
0.390772,10,0.035635
0.391670,10,0.035429
0.390037,10,0.037389
0.390194,10,0.035398
0.389807,10,0.035452
0.391456,10,0.035441
0.392042,10,0.035294
0.390853,10,0.037483
0.390116,10,0.035517
0.390390,10,0.035488
0.389604,10,0.035511
0.390802,10,0.035284
0.392751,10,0.035495
0.392807,10,0.035297
0.391838,10,0.035561
0.390064,10,0.035600
0.389977,10,0.035506
0.389824,10,0.035576
0.390035,10,0.035342
0.391226,10,0.035386
0.391030,10,0.035489
0.392895,10,0.035519
0.401180,10,0.038868
0.429608,10,0.035830
