output/Lista_input_rand_3000000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.392175,100,0.388087
0.395022,100,0.385365
0.394792,100,0.385960
0.392901,100,0.388740
0.390894,100,0.386734
0.391142,100,0.387165
0.391305,100,0.389752
0.390542,100,0.387033
0.392880,100,0.386955
0.390417,100,0.387930
0.391868,100,0.399543
0.391646,100,0.385307
0.390904,100,0.387512
0.390694,100,0.385089
0.390191,100,0.389078
0.390850,100,0.387210
0.391225,100,0.388999
0.392136,100,0.387105
0.391221,100,0.390220
0.391115,100,0.388674
0.391883,100,0.387266
0.392731,100,0.387008
0.391021,100,0.391839
0.393221,100,0.386626
0.390868,100,0.387818
0.391020,100,0.390051
0.391255,100,0.385775
0.391034,100,0.386940
0.391986,100,0.386815
0.392544,100,0.389098
