output/Lista_input_seq_500000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.116733,10,0.007042
0.051194,10,0.006847
0.051359,10,0.006916
0.055386,10,0.006898
0.053481,10,0.007703
0.051342,10,0.006805
0.096068,10,0.007035
0.054613,10,0.006842
0.054953,10,0.006840
0.050901,10,0.006847
0.050840,10,0.006845
0.050836,10,0.006827
0.050934,10,0.006910
0.050999,10,0.006844
0.051270,10,0.006907
0.050971,10,0.006861
0.051054,10,0.006876
0.050950,10,0.006849
0.051045,10,0.006902
0.051221,10,0.006822
0.068562,10,0.006838
0.054545,10,0.006822
0.084243,10,0.006962
0.057214,10,0.006836
0.053527,10,0.007135
0.052118,10,0.007072
0.050983,10,0.006791
0.051113,10,0.006887
0.051014,10,0.006867
0.051166,10,0.006796
