output/Lista_input_seq_200000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.022718,10,0.002056
0.020074,10,0.002048
0.020142,10,0.002048
0.020149,10,0.002061
0.020083,10,0.002039
0.026668,10,0.002641
0.023161,10,0.002298
0.024621,10,0.002065
0.020059,10,0.002007
0.020017,10,0.002026
0.020118,10,0.002013
0.020081,10,0.002006
0.020025,10,0.002028
0.020016,10,0.002017
0.020109,10,0.002020
0.020084,10,0.002029
0.020054,10,0.002014
0.020072,10,0.002066
0.025951,10,0.002662
0.051807,10,0.002478
0.036386,10,0.002737
0.020991,10,0.002042
0.020245,10,0.002087
0.051221,10,0.002533
0.051550,10,0.002331
0.020219,10,0.002024
0.020106,10,0.002027
0.021770,10,0.002532
0.022654,10,0.002025
0.023995,10,0.002873
