output/Lista_input_seq_1000000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.139254,10,0.016032
0.102597,10,0.015883
0.104628,10,0.016726
0.106754,10,0.015944
0.103384,10,0.017135
0.103261,10,0.016066
0.104944,10,0.015996
0.106207,10,0.017450
0.105209,10,0.016743
0.105547,10,0.017166
0.102899,10,0.017107
0.102812,10,0.015887
0.102418,10,0.015869
0.132690,10,0.016262
0.102921,10,0.015848
0.102481,10,0.015756
0.102408,10,0.016015
0.102543,10,0.015713
0.125397,10,0.015903
0.106960,10,0.016089
0.103007,10,0.015821
0.102640,10,0.015831
0.102481,10,0.015799
0.102523,10,0.015811
0.102593,10,0.015788
0.102653,10,0.015813
0.102591,10,0.015772
0.102564,10,0.015800
0.102456,10,0.015642
0.102545,10,0.015685
