output/Lista_input_rand_100_1000.csv
tempoInsert, qtdBuscas, tempoBusca
0.000063,1000,0.000725
0.000062,1000,0.000737
0.000062,1000,0.000725
0.000063,1000,0.000743
0.000063,1000,0.000859
0.000063,1000,0.000758
0.000078,1000,0.000730
0.000062,1000,0.000730
0.000063,1000,0.000730
0.000063,1000,0.000744
0.000063,1000,0.000763
0.000064,1000,0.000729
0.000062,1000,0.000730
0.000062,1000,0.000726
0.000063,1000,0.000729
0.000063,1000,0.000741
0.000063,1000,0.000734
0.000063,1000,0.000725
0.000063,1000,0.000731
0.000063,1000,0.000726
0.000063,1000,0.000726
0.000062,1000,0.000749
0.000062,1000,0.000730
0.000062,1000,0.000731
0.000062,1000,0.000725
0.000064,1000,0.000738
0.000063,1000,0.000727
0.000062,1000,0.000738
0.000063,1000,0.000731
0.000063,1000,0.000731
