output/Lista_input_seq_1000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.000431,10,0.000079
0.000426,10,0.000078
0.000429,10,0.000080
0.000422,10,0.000078
0.000425,10,0.000077
0.000423,10,0.000079
0.000469,10,0.000079
0.000423,10,0.000078
0.000502,10,0.000079
0.000419,10,0.000079
0.000421,10,0.000078
0.000422,10,0.000078
0.000424,10,0.000079
0.000421,10,0.000078
0.000421,10,0.000079
0.000421,10,0.000078
0.000423,10,0.000078
0.000421,10,0.000078
0.000421,10,0.000079
0.000457,10,0.000079
0.000420,10,0.000077
0.000421,10,0.000077
0.000422,10,0.000079
0.000418,10,0.000079
0.000419,10,0.000078
0.000420,10,0.000077
0.000424,10,0.000077
0.000419,10,0.000079
0.000421,10,0.000079
0.000422,10,0.000078
