output/Lista_input_seq_10000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.004436,100,0.006289
0.004382,100,0.006239
0.004353,100,0.006246
0.004366,100,0.006251
0.004332,100,0.006224
0.004340,100,0.006241
0.004331,100,0.006219
0.004327,100,0.006185
0.004368,100,0.006249
0.005289,100,0.006281
0.004338,100,0.006251
0.004336,100,0.006292
0.004361,100,0.006264
0.004360,100,0.006212
0.004334,100,0.006218
0.004355,100,0.004999
0.002714,100,0.003104
0.002157,100,0.003148
0.002163,100,0.003198
0.002164,100,0.003125
0.002166,100,0.003089
0.002175,100,0.003114
0.002200,100,0.003117
0.002167,100,0.003135
0.002371,100,0.003840
0.004223,100,0.006217
0.004326,100,0.006263
0.004332,100,0.005462
0.002168,100,0.002921
0.001610,100,0.002066
