output/Lista_input_rand_100000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.012542,100,0.013591
0.012091,100,0.013418
0.012204,100,0.013510
0.012154,100,0.013654
0.012079,100,0.014001
0.012322,100,0.013232
0.012091,100,0.013281
0.012437,100,0.014365
0.012176,100,0.013899
0.016595,100,0.013918
0.012137,100,0.013710
0.012034,100,0.013005
0.012047,100,0.013400
0.012147,100,0.013909
0.012105,100,0.013774
0.012052,100,0.013465
0.012103,100,0.013782
0.012284,100,0.013890
0.012464,100,0.013784
0.012278,100,0.013669
0.012146,100,0.013704
0.012075,100,0.013527
0.012104,100,0.013513
0.012100,100,0.013327
0.012213,100,0.014827
0.012137,100,0.013122
0.012027,100,0.013304
0.012390,100,0.014141
0.012067,100,0.013699
0.012203,100,0.013468
