output/Lista_input_seq_2000000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.209025,100,0.317853
0.209028,100,0.317901
0.209349,100,0.315830
0.209217,100,0.317305
0.208809,100,0.318056
0.208947,100,0.319368
0.208772,100,0.316548
0.209317,100,0.316606
0.209114,100,0.316943
0.209115,100,0.316256
0.210389,100,0.318122
0.209430,100,0.316244
0.209056,100,0.317346
0.209193,100,0.316212
0.208980,100,0.315589
0.209440,100,0.317496
0.209218,100,0.317539
0.212485,100,0.316944
0.209573,100,0.331167
0.208928,100,0.316771
0.209589,100,0.315337
0.209078,100,0.315892
0.209096,100,0.315580
0.212115,100,0.321470
0.209620,100,0.316859
0.209259,100,0.317774
0.210250,100,0.315837
0.209099,100,0.316394
0.208861,100,0.315682
0.209372,100,0.315718
