output/Lista_input_rand_400000_1000.csv
tempoInsert, qtdBuscas, tempoBusca
0.048481,1000,0.510570
0.048337,1000,0.506720
0.048476,1000,0.526866
0.048476,1000,0.517772
0.048221,1000,0.508946
0.048273,1000,0.505143
0.048253,1000,0.510105
0.048511,1000,0.522672
0.048283,1000,0.505442
0.048249,1000,0.507242
0.048208,1000,0.503823
0.048434,1000,0.503590
0.048265,1000,0.511280
0.048405,1000,0.505864
0.051260,1000,0.507030
0.048268,1000,0.512746
0.048178,1000,0.515147
0.048548,1000,0.507188
0.048354,1000,0.508389
0.048375,1000,0.509117
0.048229,1000,0.504160
0.048240,1000,0.503795
0.048153,1000,0.508157
0.048396,1000,0.506752
0.048189,1000,0.509875
0.054847,1000,0.510055
0.048206,1000,0.507023
0.048230,1000,0.508914
0.048511,1000,0.509922
0.048670,1000,0.514277
