output/Lista_input_rand_1000000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.140036,10,0.014244
0.130068,10,0.014464
0.130221,10,0.014206
0.129851,10,0.014147
0.138818,10,0.014232
0.130075,10,0.014251
0.130578,10,0.014147
0.130328,10,0.014173
0.130140,10,0.014201
0.130124,10,0.014240
0.130024,10,0.014213
0.130228,10,0.014497
0.148756,10,0.014174
0.130219,10,0.014228
0.130216,10,0.014179
0.130937,10,0.014183
0.130037,10,0.014173
0.130203,10,0.014337
0.130302,10,0.014197
0.130359,10,0.014322
0.129984,10,0.014184
0.129951,10,0.014171
0.130353,10,0.014167
0.130481,10,0.014146
0.129964,10,0.014316
0.130245,10,0.014300
0.130342,10,0.014224
0.130998,10,0.014306
0.130209,10,0.014265
0.130176,10,0.014287
