output/Lista_input_seq_700000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.095434,10,0.009482
0.071936,10,0.009591
0.072144,10,0.009759
0.075093,10,0.009471
0.072367,10,0.009551
0.071539,10,0.009479
0.071608,10,0.009475
0.071926,10,0.009638
0.072079,10,0.009606
0.071755,10,0.009511
0.072775,10,0.009433
0.072165,10,0.009958
0.097509,10,0.010866
0.072736,10,0.009579
0.071647,10,0.009719
0.072565,10,0.009534
0.071403,10,0.009492
0.071452,10,0.009567
0.072752,10,0.009578
0.075407,10,0.011463
0.071491,10,0.009548
0.078638,10,0.009706
0.072355,10,0.009484
0.072007,10,0.009508
0.071607,10,0.009495
0.072298,10,0.009616
0.072533,10,0.009951
0.071829,10,0.009512
0.079756,10,0.017246
0.071599,10,0.009660
