output/Lista_input_seq_900000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.106245,10,0.013421
0.092186,10,0.014270
0.092084,10,0.013373
0.092360,10,0.013656
0.093122,10,0.013511
0.092582,10,0.013354
0.093788,10,0.013330
0.093068,10,0.013781
0.093281,10,0.013458
0.092309,10,0.013376
0.092160,10,0.013467
0.092754,10,0.013621
0.093048,10,0.013607
0.092591,10,0.013366
0.092987,10,0.013409
0.092912,10,0.013923
0.092575,10,0.013431
0.093504,10,0.013442
0.092315,10,0.013537
0.092574,10,0.013589
0.093758,10,0.013648
0.092610,10,0.013384
0.111467,10,0.013416
0.094667,10,0.013572
0.092135,10,0.013390
0.092187,10,0.013388
0.092446,10,0.013446
0.092427,10,0.013471
0.093807,10,0.013736
0.092475,10,0.013330
