output/Lista_input_rand_300000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.036391,100,0.044113
0.036409,100,0.046032
0.036469,100,0.046381
0.036528,100,0.043751
0.036148,100,0.042933
0.036218,100,0.043817
0.036203,100,0.044731
0.036539,100,0.046589
0.036560,100,0.045567
0.036329,100,0.045670
0.036273,100,0.045467
0.036228,100,0.044801
0.036351,100,0.046134
0.036216,100,0.044041
0.036408,100,0.043257
0.036316,100,0.043802
0.036288,100,0.045276
0.036186,100,0.043544
0.036207,100,0.042891
0.036173,100,0.042516
0.036217,100,0.042698
0.036528,100,0.042996
0.036172,100,0.043198
0.036069,100,0.043147
0.041700,100,0.042688
0.036200,100,0.042789
0.036130,100,0.043126
0.036262,100,0.043013
0.036150,100,0.042847
0.044059,100,0.042947
