output/Lista_input_seq_500000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.051278,100,0.079452
0.051099,100,0.078396
0.051031,100,0.079346
0.051168,100,0.077936
0.051103,100,0.078717
0.051011,100,0.077691
0.051115,100,0.078007
0.051051,100,0.078302
0.051050,100,0.078554
0.051279,100,0.079154
0.051069,100,0.078142
0.051220,100,0.078070
0.051413,100,0.077693
0.051071,100,0.077814
0.051022,100,0.077620
0.051147,100,0.077572
0.051104,100,0.077841
0.051019,100,0.077877
0.051071,100,0.078679
0.051066,100,0.077846
0.051145,100,0.077231
0.069764,100,0.077649
0.050939,100,0.077839
0.053821,100,0.077439
0.051136,100,0.080637
0.051021,100,0.077477
0.050988,100,0.077604
0.051337,100,0.077305
0.062629,100,0.078328
0.051066,100,0.077484
