output/Lista_input_seq_300000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.082426,10,0.003693
0.030359,10,0.003528
0.040701,10,0.003492
0.030338,10,0.003513
0.045789,10,0.003841
0.030452,10,0.003631
0.031753,10,0.003452
0.030400,10,0.003476
0.030849,10,0.003752
0.030399,10,0.003665
0.030490,10,0.003514
0.031767,10,0.004996
0.030394,10,0.003714
0.030400,10,0.003638
0.030432,10,0.003650
0.030632,10,0.003473
0.031063,10,0.003538
0.031608,10,0.003778
0.036549,10,0.003639
0.030562,10,0.003499
0.034903,10,0.003475
0.033282,10,0.004159
0.030482,10,0.003467
0.030394,10,0.003472
0.032951,10,0.003485
0.030547,10,0.003449
0.032287,10,0.003984
0.034880,10,0.003670
0.030398,10,0.003519
0.030483,10,0.003536
