output/Lista_input_seq_100_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.000009,100,0.000016
0.000009,100,0.000016
0.000009,100,0.000016
0.000010,100,0.000016
0.000009,100,0.000017
0.000010,100,0.000017
0.000010,100,0.000016
0.000010,100,0.000017
0.000010,100,0.000016
0.000009,100,0.000016
0.000009,100,0.000016
0.000009,100,0.000016
0.000010,100,0.000016
0.000009,100,0.000016
0.000010,100,0.000016
0.000010,100,0.000016
0.000010,100,0.000017
0.000010,100,0.000017
0.000009,100,0.000017
0.000010,100,0.000016
0.000010,100,0.000018
0.000011,100,0.000018
0.000011,100,0.000019
0.000011,100,0.000020
0.000012,100,0.000021
0.000013,100,0.000021
0.000014,100,0.000024
0.000016,100,0.000027
0.000018,100,0.000032
0.000022,100,0.000038
