output/Lista_input_rand_1000000_1000.csv
tempoInsert, qtdBuscas, tempoBusca
0.130672,1000,1.449118
0.130392,1000,1.443098
0.131087,1000,1.459332
0.130636,1000,1.442350
0.130975,1000,1.538018
0.130490,1000,1.456283
0.130599,1000,1.447972
0.130484,1000,1.438493
0.131624,1000,1.446579
0.134264,1000,1.443922
0.131034,1000,1.441112
0.130358,1000,1.455052
0.130426,1000,1.445137
0.130348,1000,1.441362
0.133550,1000,1.451082
0.130625,1000,1.443840
0.130793,1000,1.440607
0.130379,1000,1.444360
0.130730,1000,1.449079
0.130354,1000,1.440253
0.130765,1000,1.449855
0.130540,1000,1.439689
0.130546,1000,1.446500
0.130712,1000,1.444735
0.130806,1000,1.446211
0.130909,1000,1.444658
0.130941,1000,1.443633
0.133429,1000,1.447956
0.130535,1000,1.441635
0.130655,1000,1.437633
