output/AVL_input_rand_400000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.272941,10,0.000005
0.268847,10,0.000005
0.266273,10,0.000005
0.265953,10,0.000006
0.266836,10,0.000005
0.267233,10,0.000006
0.266311,10,0.000005
0.269401,10,0.000005
0.267996,10,0.000006
0.266255,10,0.000005
0.271977,10,0.000005
0.266594,10,0.000005
0.268145,10,0.000006
0.266043,10,0.000005
0.268349,10,0.000005
0.265270,10,0.000005
0.267441,10,0.000006
0.265933,10,0.000005
0.267646,10,0.000005
0.266947,10,0.000006
0.265643,10,0.000006
0.273265,10,0.000005
0.265954,10,0.000006
0.267778,10,0.000005
0.271139,10,0.000005
0.265666,10,0.000005
0.267745,10,0.000005
0.266993,10,0.000005
0.266162,10,0.000006
0.265676,10,0.000006
