output/AVL_input_rand_300000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.194223,100,0.000032
0.194084,100,0.000034
0.192959,100,0.000034
0.194018,100,0.000034
0.194147,100,0.000035
0.192753,100,0.000032
0.194008,100,0.000034
0.193686,100,0.000034
0.196009,100,0.000033
0.193999,100,0.000034
0.193977,100,0.000034
0.194666,100,0.000033
0.192277,100,0.000033
0.194394,100,0.000033
0.193111,100,0.000033
0.193240,100,0.000034
0.195015,100,0.000034
0.212319,100,0.000034
0.193871,100,0.000035
0.194672,100,0.000033
0.194528,100,0.000034
0.192723,100,0.000033
0.194109,100,0.000032
0.193391,100,0.000033
0.193471,100,0.000034
0.193650,100,0.000037
0.192865,100,0.000033
0.193474,100,0.000034
0.193336,100,0.000034
0.193169,100,0.000033
