output/AVL_input_rand_500000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.347337,100,0.000045
0.345156,100,0.000041
0.347647,100,0.000042
0.348460,100,0.000042
0.348320,100,0.000042
0.348642,100,0.000043
0.347573,100,0.000041
0.349866,100,0.000041
0.352115,100,0.000043
0.345648,100,0.000041
0.347692,100,0.000041
0.348837,100,0.000042
0.348688,100,0.000041
0.347804,100,0.000042
0.347028,100,0.000041
0.347470,100,0.000041
0.346784,100,0.000040
0.347742,100,0.000042
0.345500,100,0.000041
0.353483,100,0.000041
0.347093,100,0.000043
0.364951,100,0.000042
0.345514,100,0.000041
0.349732,100,0.000042
0.347990,100,0.000041
0.347787,100,0.000042
0.344471,100,0.000041
0.347798,100,0.000041
0.347881,100,0.000043
0.346939,100,0.000041
