output/AVL_input_seq_300000_1000.csv
tempoInsert, qtdBuscas, tempoBusca
0.134505,1000,0.000447
0.130131,1000,0.000456
0.132679,1000,0.000484
0.130488,1000,0.000489
0.132328,1000,0.000464
0.132340,1000,0.000530
0.129464,1000,0.000498
0.130080,1000,0.000440
0.131276,1000,0.000485
0.130616,1000,0.000509
0.130829,1000,0.000488
0.130319,1000,0.000446
0.135165,1000,0.000501
0.131706,1000,0.000465
0.130233,1000,0.000489
0.131286,1000,0.000544
0.130591,1000,0.000478
0.130113,1000,0.000460
0.129884,1000,0.000492
0.130246,1000,0.000466
0.133185,1000,0.000445
0.166638,1000,0.000555
0.131071,1000,0.000475
0.130881,1000,0.000460
0.131151,1000,0.000446
0.130714,1000,0.000469
0.132579,1000,0.000456
0.130996,1000,0.000456
0.132525,1000,0.000525
0.130040,1000,0.000469
