output/AVL_input_rand_900000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.687274,100,0.000051
0.687813,100,0.000049
0.686584,100,0.000049
0.683236,100,0.000049
0.686672,100,0.000050
0.690584,100,0.000049
0.684500,100,0.000049
0.684005,100,0.000050
0.690733,100,0.000050
0.690909,100,0.000051
0.685268,100,0.000051
0.692275,100,0.000050
0.685178,100,0.000049
0.690078,100,0.000050
0.685077,100,0.000049
0.688840,100,0.000054
0.684346,100,0.000050
0.685798,100,0.000051
0.684641,100,0.000051
0.687896,100,0.000049
0.686253,100,0.000050
0.686489,100,0.000050
0.686702,100,0.000049
0.687459,100,0.000050
0.688901,100,0.000048
0.686393,100,0.000050
0.688821,100,0.000050
0.684663,100,0.000047
0.681424,100,0.000049
0.687752,100,0.000050
