output/AVL_input_seq_200000_100.csv
tempoInsert, qtdBuscas, tempoBusca
0.089297,100,0.000045
0.083786,100,0.000044
0.085249,100,0.000058
0.085053,100,0.000042
0.084180,100,0.000043
0.084847,100,0.000042
0.084372,100,0.000044
0.084947,100,0.000045
0.085439,100,0.000044
0.105085,100,0.000042
0.086479,100,0.000046
0.091809,100,0.000045
0.083964,100,0.000057
0.085062,100,0.000046
0.083974,100,0.000043
0.084758,100,0.000043
0.084999,100,0.000050
0.086929,100,0.000046
0.084953,100,0.000045
0.092811,100,0.000041
0.092135,100,0.000043
0.084524,100,0.000047
0.092015,100,0.000049
0.084199,100,0.000043
0.084007,100,0.000043
0.085390,100,0.000042
0.085395,100,0.000048
0.086159,100,0.000047
0.088246,100,0.000051
0.085570,100,0.000040
