output/AVL_input_rand_1000000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.929651,10,0.000007
0.934698,10,0.000007
0.929960,10,0.000007
0.934956,10,0.000006
0.932932,10,0.000007
0.933422,10,0.000008
0.931598,10,0.000007
0.932073,10,0.000007
0.940336,10,0.000007
0.930327,10,0.000007
0.930932,10,0.000007
0.927517,10,0.000007
0.929336,10,0.000007
0.931011,10,0.000007
0.933155,10,0.000007
0.937466,10,0.000007
0.932587,10,0.000007
0.929894,10,0.000007
0.938988,10,0.000007
0.932222,10,0.000007
0.934610,10,0.000006
0.928339,10,0.000007
0.932800,10,0.000006
0.932610,10,0.000007
0.932154,10,0.000007
0.928895,10,0.000007
0.931513,10,0.000007
0.927173,10,0.000007
0.935908,10,0.000006
0.929013,10,0.000007
