output/AVL_input_rand_700000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.511887,10,0.000006
0.512324,10,0.000006
0.512516,10,0.000007
0.514367,10,0.000005
0.512551,10,0.000006
0.511538,10,0.000006
0.510035,10,0.000006
0.508904,10,0.000006
0.510388,10,0.000006
0.511202,10,0.000006
0.509985,10,0.000006
0.513715,10,0.000006
0.512088,10,0.000006
0.509792,10,0.000006
0.509960,10,0.000005
0.512603,10,0.000005
0.514988,10,0.000006
0.511451,10,0.000005
0.507912,10,0.000006
0.511179,10,0.000006
0.507996,10,0.000006
0.508328,10,0.000006
0.513907,10,0.000006
0.510046,10,0.000006
0.510228,10,0.000006
0.514600,10,0.000006
0.510096,10,0.000006
0.510828,10,0.000006
0.511790,10,0.000006
0.512052,10,0.000005
