output/AVL_input_rand_3000000_1000.csv
tempoInsert, qtdBuscas, tempoBusca
3.566405,1000,0.000697
3.562564,1000,0.000697
3.554495,1000,0.000702
3.541953,1000,0.000715
3.533378,1000,0.000707
3.562696,1000,0.000702
3.547016,1000,0.000699
3.565386,1000,0.000703
3.531471,1000,0.000711
3.553698,1000,0.000695
3.529239,1000,0.000699
3.555307,1000,0.000696
3.555291,1000,0.000725
3.550081,1000,0.000700
3.549803,1000,0.000692
3.552961,1000,0.000697
3.546067,1000,0.000698
3.538963,1000,0.000694
3.557977,1000,0.000694
3.536381,1000,0.000689
3.526943,1000,0.000687
3.554296,1000,0.000700
3.547169,1000,0.000715
3.572117,1000,0.000690
3.537219,1000,0.000704
3.543928,1000,0.000692
3.543944,1000,0.000704
3.531576,1000,0.000700
3.555226,1000,0.000695
3.559041,1000,0.000707
