output/AVL_input_rand_100000_10.csv
tempoInsert, qtdBuscas, tempoBusca
0.095413,10,0.000004
0.057842,10,0.000003
0.057574,10,0.000003
0.057460,10,0.000003
0.057373,10,0.000003
0.057703,10,0.000003
0.057388,10,0.000004
0.060027,10,0.000004
0.057744,10,0.000003
0.057441,10,0.000003
0.057523,10,0.000003
0.057678,10,0.000003
0.057614,10,0.000004
0.057676,10,0.000003
0.057506,10,0.000003
0.057887,10,0.000003
0.057460,10,0.000003
0.057553,10,0.000003
0.057545,10,0.000004
0.057631,10,0.000003
0.057567,10,0.000004
0.057673,10,0.000003
0.065676,10,0.000003
0.057881,10,0.000003
0.057726,10,0.000003
0.057488,10,0.000003
0.057467,10,0.000004
0.057620,10,0.000004
0.057685,10,0.000003
0.057683,10,0.000004
